,cust_id,sex,area,birthyr,hh_income,age,marital,ranseq,signup_date
4493,B100032984,M,gangwon,1967,25000,54,扁去,4493,2017-06-04 11:11:27.243860
4494,B100048430,M,seoul,1992,68000,29,固去,4494,2016-03-19 11:11:27.243860
4495,B100047589,M,inchon,1981,50000,40,扁去,4495,2016-12-27 11:11:27.243860
4496,B100029733,F,inchon,1983,63000,38,扁去,4496,2017-08-22 11:11:27.243860
4497,B100020285,F,gangwon,1997,23000,24,固去,4497,2018-04-10 11:11:27.243860
4498,B100012111,M,gyunggi,1989,45000,32,固去,4498,2019-11-20 11:11:27.243860
4499,B100056495,F,seoul,1997,26000,24,固去,4499,2018-12-09 11:11:27.243860
4500,B100008597,M,seoul,1984,28000,37,扁去,4500,2017-05-08 11:11:27.243860
4501,B100009867,F,seoul,1998,66000,23,固去,4501,2018-01-31 11:11:27.243860
4502,B100034855,F,gyunggi,1994,51000,27,扁去,4502,2017-12-25 11:11:27.243860
4503,B100049260,M,seoul,1982,28000,39,固去,4503,2017-06-05 11:11:27.243860
4504,B100038076,M,seoul,1989,53000,32,固去,4504,2017-11-08 11:11:27.243860
4505,B100067111,M,gyunggi,1991,50000,30,固去,4505,2016-05-12 11:11:27.243860
4506,B100057819,M,inchon,1990,20000,31,固去,4506,2016-03-19 11:11:27.243860
4507,B100001584,M,gyunggi,1989,65000,32,固去,4507,2016-02-17 11:11:27.243860
4508,B100089295,F,gangwon,1983,53000,38,扁去,4508,2019-06-26 11:11:27.243860
4509,B100089919,F,seoul,1992,46000,29,固去,4509,2019-05-16 11:11:27.243860
4510,B100047905,F,gyunggi,1991,48000,30,固去,4510,2016-06-25 11:11:27.243860
4511,B100037226,M,inchon,1982,25000,39,扁去,4511,2019-10-02 11:11:27.243860
4512,B100048436,F,seoul,1993,61000,28,固去,4512,2019-07-29 11:11:27.243860
4513,B100009416,F,gyunggi,1993,18000,28,固去,4513,2018-11-02 11:11:27.243860
4514,B100088009,M,seoul,1992,63000,29,固去,4514,2016-03-09 11:11:27.243860
4515,B100061237,M,inchon,1980,45000,41,扁去,4515,2019-01-26 11:11:27.243860
4516,B100040008,M,inchon,1988,50000,33,固去,4516,2016-01-05 11:11:27.243860
4517,B100015571,F,seoul,1960,26000,61,固去,4517,2018-08-29 11:11:27.243860
4518,B100097483,F,inchon,1994,43000,27,固去,4518,2018-04-15 11:11:27.243860
4519,B100046710,F,gangwon,1979,23000,42,扁去,4519,2019-03-29 11:11:27.243860
4520,B100000264,M,gyunggi,1966,55000,55,扁去,4520,2020-01-07 11:11:27.243860
4521,B100076646,F,inchon,1981,53000,40,扁去,4521,2016-04-20 11:11:27.243860
4522,B100057767,M,inchon,1989,80000,32,固去,4522,2018-03-09 11:11:27.243860
4523,B100022106,F,gyunggi,1989,58000,32,扁去,4523,2018-03-22 11:11:27.243860
4524,B100095152,F,inchon,1988,48000,33,扁去,4524,2018-09-07 11:11:27.243860
4525,B100032003,M,seoul,1980,53000,41,扁去,4525,2018-02-04 11:11:27.243860
4526,B100079706,M,gyunggi,1986,45000,35,固去,4526,2017-04-12 11:11:27.243860
4527,B100026876,M,gyunggi,1982,45000,39,扁去,4527,2018-01-29 11:11:27.243860
4528,B100049614,M,seoul,1991,43000,30,固去,4528,2019-08-01 11:11:27.243860
4529,B100092683,F,seoul,1985,46000,36,扁去,4529,2017-11-23 11:11:27.243860
4530,B100016280,M,gangwon,1980,85000,41,扁去,4530,2020-04-04 11:11:27.243860
4531,B100010904,F,gyunggi,1993,63000,28,固去,4531,2020-09-12 11:11:27.243860
4532,B100026728,F,gyunggi,1975,73000,46,扁去,4532,2016-10-01 11:11:27.243860
4533,B100092520,F,inchon,1984,68000,37,扁去,4533,2018-09-14 11:11:27.243860
4534,B100064203,F,inchon,1978,48000,43,扁去,4534,2018-12-01 11:11:27.243860
4535,B100077505,M,inchon,1989,40000,32,固去,4535,2016-07-01 11:11:27.243860
4536,B100065350,F,seoul,1983,56000,38,扁去,4536,2020-05-20 11:11:27.243860
4537,B100078764,M,gyunggi,1976,45000,45,扁去,4537,2017-02-24 11:11:27.243860
4538,B100027645,F,inchon,1989,78000,32,固去,4538,2017-11-18 11:11:27.243860
4539,B100031215,M,seoul,1990,43000,31,固去,4539,2018-12-18 11:11:27.243860
4540,B100083179,M,gangwon,1993,40000,28,固去,4540,2017-09-15 11:11:27.243860
4541,B100040768,F,inchon,1998,73000,23,固去,4541,2016-04-20 11:11:27.243860
4542,B100004458,F,gyunggi,1964,51000,57,扁去,4542,2019-02-21 11:11:27.243860
4543,B100080210,M,gyunggi,1983,25000,38,扁去,4543,2017-01-23 11:11:27.243860
4544,B100044345,F,inchon,1995,68000,26,固去,4544,2016-06-22 11:11:27.243860
4545,B100000832,M,gyunggi,1980,65000,41,扁去,4545,2016-07-19 11:11:27.243860
4546,B100031249,F,seoul,1992,61000,29,固去,4546,2018-12-25 11:11:27.243860
4547,B100095249,M,seoul,1991,23000,30,扁去,4547,2017-08-29 11:11:27.243860
4548,B100028768,M,inchon,1989,80000,32,固去,4548,2019-09-05 11:11:27.243860
4549,B100078407,F,seoul,1993,81000,28,固去,4549,2016-10-14 11:11:27.243860
4550,B100048075,M,seoul,1997,51000,24,固去,4550,2019-07-06 11:11:27.243860
4551,B100016281,M,gyunggi,1986,25000,35,固去,4551,2019-04-12 11:11:27.243860
4552,B100069580,M,inchon,1982,70000,39,扁去,4552,2016-05-28 11:11:27.243860
4553,B100008170,F,gangwon,1967,68000,54,扁去,4553,2019-09-30 11:11:27.243860
4554,B100047745,M,inchon,1987,25000,34,固去,4554,2020-06-08 11:11:27.243860
4555,B100073616,M,seoul,1967,48000,54,扁去,4555,2018-10-27 11:11:27.243860
4556,B100073371,F,seoul,1987,26000,34,扁去,4556,2018-09-29 11:11:27.243860
4557,B100092104,M,seoul,1969,56000,52,扁去,4557,2016-08-16 11:11:27.243860
4558,B100083915,F,seoul,1998,26000,23,固去,4558,2018-12-16 11:11:27.243860
4559,B100004538,F,inchon,1990,68000,31,扁去,4559,2019-03-09 11:11:27.243860
4560,B100077722,M,gyunggi,1990,50000,31,固去,4560,2017-11-26 11:11:27.243860
4561,B100025931,M,gyunggi,1982,55000,39,扁去,4561,2018-10-24 11:11:27.243860
4562,B100039170,F,inchon,1994,51000,27,扁去,4562,2018-12-14 11:11:27.243860
4563,B100070721,F,gyunggi,1990,68000,31,固去,4563,2019-06-14 11:11:27.243860
4564,B100092956,M,inchon,1993,50000,28,固去,4564,2016-10-18 11:11:27.243860
4565,B100062760,M,seoul,1983,88000,38,扁去,4565,2018-01-10 11:11:27.243860
4566,B100089221,F,gangwon,1994,48000,27,固去,4566,2018-06-01 11:11:27.243860
4567,B100024808,F,seoul,1996,54000,25,固去,4567,2017-01-15 11:11:27.243860
4568,B100009661,F,seoul,1996,26000,25,固去,4568,2018-05-13 11:11:27.243860
4569,B100083369,M,gangwon,1968,75000,53,扁去,4569,2016-03-07 11:11:27.243860
4570,B100042290,M,gangwon,1985,50000,36,扁去,4570,2019-07-11 11:11:27.243860
4571,B100071913,F,gangwon,1983,23000,38,扁去,4571,2019-05-19 11:11:27.243860
4572,B100087187,M,gangwon,1989,48000,32,固去,4572,2017-03-20 11:11:27.243860
4573,B100062880,M,gyunggi,1966,75000,55,扁去,4573,2019-05-04 11:11:27.243860
4574,B100034915,M,gyunggi,1983,75000,38,扁去,4574,2016-06-17 11:11:27.243860
4575,B100040551,F,seoul,1982,51000,39,扁去,4575,2019-02-05 11:11:27.243860
4576,B100039346,F,seoul,1989,71000,32,固去,4576,2018-12-24 11:11:27.243860
4577,B100023513,M,seoul,1988,28000,33,固去,4577,2017-03-28 11:11:27.243860
4578,B100049276,M,gyunggi,1988,25000,33,固去,4578,2018-04-30 11:11:27.243860
4579,B100062397,M,gyunggi,1964,25000,57,扁去,4579,2017-09-30 11:11:27.243860
4580,B100054100,M,gangwon,1988,65000,33,扁去,4580,2019-12-16 11:11:27.243860
4581,B100083878,F,gyunggi,1991,46000,30,固去,4581,2018-01-15 11:11:27.243860
4582,B100006735,F,seoul,1995,26000,26,固去,4582,2019-11-13 11:11:27.243860
4583,B100041120,M,gyunggi,1989,80000,32,扁去,4583,2017-11-07 11:11:27.243860
4584,B100003279,M,inchon,1988,55000,33,扁去,4584,2017-03-15 11:11:27.243860
4585,B100060494,F,gyunggi,1990,48000,31,固去,4585,2018-09-27 11:11:27.243860
4586,B100027404,M,inchon,1986,50000,35,扁去,4586,2018-06-12 11:11:27.243860
4587,B100062377,M,gyunggi,1979,50000,42,固去,4587,2019-02-12 11:11:27.243860
4588,B100097231,F,seoul,1993,51000,28,固去,4588,2019-04-22 11:11:27.243860
4589,B100032762,F,gangwon,1973,23000,48,扁去,4589,2019-04-16 11:11:27.243860
4590,B100021786,M,seoul,1994,43000,27,固去,4590,2018-09-06 11:11:27.243860
4591,B100090342,M,seoul,1992,53000,29,固去,4591,2016-10-05 11:11:27.243860
4592,B100075105,M,gyunggi,1967,70000,54,扁去,4592,2020-06-11 11:11:27.243860
4593,B100038107,M,gyunggi,1989,20000,32,固去,4593,2019-05-29 11:11:27.243860
4594,B100071587,M,seoul,1996,53000,25,固去,4594,2018-06-22 11:11:27.243860
4595,B100099552,M,seoul,1967,53000,54,扁去,4595,2019-06-14 11:11:27.243860
4596,B100041946,F,seoul,1980,86000,41,扁去,4596,2018-03-13 11:11:27.243860
4597,B100039389,F,seoul,1996,26000,25,固去,4597,2018-12-13 11:11:27.243860
4598,B100030681,M,seoul,1991,51000,30,扁去,4598,2019-02-06 11:11:27.243860
4599,B100083175,M,gangwon,1989,20000,32,固去,4599,2016-07-22 11:11:27.243860
4600,B100088225,F,seoul,2000,66000,21,固去,4600,2018-09-12 11:11:27.243860
4601,B100000003,M,inchon,1969,75000,52,扁去,4601,2016-03-29 11:11:27.243860
4602,B100098924,M,gyunggi,1979,65000,42,扁去,4602,2018-10-04 11:11:27.243860
4603,B100026929,F,inchon,1996,83000,25,固去,4603,2019-01-07 11:11:27.243860
4604,B100024056,F,inchon,1964,68000,57,扁去,4604,2019-10-11 11:11:27.243860
4605,B100051558,M,inchon,1992,70000,29,固去,4605,2019-10-06 11:11:27.243860
4606,B100037472,M,inchon,1994,45000,27,固去,4606,2018-10-27 11:11:27.243860
4607,B100083137,M,inchon,1967,75000,54,扁去,4607,2019-09-07 11:11:27.243860
4608,B100056997,M,seoul,1987,68000,34,扁去,4608,2019-05-11 11:11:27.243860
4609,B100065472,F,inchon,1965,43000,56,扁去,4609,2017-11-14 11:11:27.243860
4610,B100072151,F,seoul,1986,46000,35,扁去,4610,2017-12-24 11:11:27.243860
4611,B100056559,F,seoul,1999,76000,22,固去,4611,2019-11-04 11:11:27.243860
4612,B100056683,F,seoul,1997,51000,24,固去,4612,2020-04-07 11:11:27.243860
4613,B100084467,F,seoul,1978,76000,43,扁去,4613,2018-11-27 11:11:27.243860
4614,B100080574,M,seoul,1994,23000,27,固去,4614,2016-03-19 11:11:27.243860
4615,B100049259,M,seoul,1987,88000,34,固去,4615,2016-03-18 11:11:27.243860
4616,B100055390,F,inchon,1962,63000,59,扁去,4616,2020-07-29 11:11:27.243860
4617,B100020427,M,inchon,1994,70000,27,固去,4617,2018-05-14 11:11:27.243860
4618,B100009886,F,inchon,1994,51000,27,固去,4618,2018-02-20 11:11:27.243860
4619,B100034424,M,gangwon,1991,48000,30,扁去,4619,2018-04-30 11:11:27.243860
4620,B100077647,M,gangwon,1964,85000,57,扁去,4620,2017-08-12 11:11:27.243860
4621,B100083637,F,gyunggi,1971,68000,50,扁去,4621,2016-05-26 11:11:27.243860
4622,B100046465,F,seoul,1994,26000,27,固去,4622,2016-08-10 11:11:27.243860
4623,B100048579,F,gyunggi,1993,63000,28,固去,4623,2020-08-04 11:11:27.243860
4624,B100093929,F,seoul,1997,56000,24,固去,4624,2018-09-30 11:11:27.243860
4625,B100068792,F,gangwon,1993,48000,28,扁去,4625,2016-01-04 11:11:27.243860
4626,B100024702,F,seoul,1984,76000,37,扁去,4626,2018-01-22 11:11:27.243860
4627,B100030642,M,gangwon,1992,20000,29,固去,4627,2019-01-05 11:11:27.243860
4628,B100093314,M,seoul,1988,56000,33,固去,4628,2016-06-07 11:11:27.243860
4629,B100030831,F,gyunggi,1994,73000,27,固去,4629,2018-10-16 11:11:27.243860
4630,B100066666,M,gangwon,1981,45000,40,扁去,4630,2019-10-02 11:11:27.243860
4631,B100051924,M,gyunggi,1989,40000,32,固去,4631,2019-11-23 11:11:27.243860
4632,B100074862,F,seoul,1962,66000,59,扁去,4632,2018-08-31 11:11:27.243860
4633,B100036796,M,seoul,1994,68000,27,固去,4633,2019-05-23 11:11:27.243860
4634,B100042378,M,gyunggi,1989,70000,32,固去,4634,2017-05-30 11:11:27.243860
4635,B100009509,M,seoul,1981,56000,40,扁去,4635,2019-03-24 11:11:27.243860
4636,B100001314,F,gyunggi,1983,51000,38,扁去,4636,2016-03-23 11:11:27.243860
4637,B100022467,M,gyunggi,1983,50000,38,扁去,4637,2016-10-27 11:11:27.243860
4638,B100076203,F,seoul,1992,71000,29,固去,4638,2019-05-12 11:11:27.243860
4639,B100094614,M,gyunggi,1992,45000,29,固去,4639,2016-10-30 11:11:27.243860
4640,B100084685,F,seoul,1990,81000,31,扁去,4640,2017-03-19 11:11:27.243860
4641,B100076532,F,seoul,1988,56000,33,扁去,4641,2016-09-26 11:11:27.243860
4642,B100003753,M,gyunggi,1982,25000,39,扁去,4642,2019-04-08 11:11:27.243860
4643,B100030465,F,seoul,1978,71000,43,固去,4643,2019-06-17 11:11:27.243860
4644,B100066506,M,gyunggi,1990,45000,31,固去,4644,2018-11-05 11:11:27.243860
4645,B100032023,M,gyunggi,1992,48000,29,固去,4645,2019-05-09 11:11:27.243860
4646,B100011360,M,inchon,1990,40000,31,固去,4646,2019-01-07 11:11:27.243860
4647,B100065863,M,seoul,1967,28000,54,扁去,4647,2019-11-19 11:11:27.243860
4648,B100004976,F,inchon,1964,51000,57,扁去,4648,2016-11-30 11:11:27.243860
4649,B100048719,M,seoul,1982,88000,39,扁去,4649,2017-03-15 11:11:27.243860
4650,B100071700,M,gangwon,1977,25000,44,扁去,4650,2020-03-18 11:11:27.243860
4651,B100069305,M,gyunggi,1987,25000,34,固去,4651,2019-09-05 11:11:27.243860
4652,B100039955,F,seoul,1974,46000,47,扁去,4652,2019-03-05 11:11:27.243860
4653,B100072497,F,seoul,1979,71000,42,扁去,4653,2017-01-07 11:11:27.243860
4654,B100052328,M,seoul,1990,23000,31,固去,4654,2019-05-15 11:11:27.243860
4655,B100024107,M,gyunggi,1990,45000,31,固去,4655,2019-06-19 11:11:27.243860
4656,B100081238,M,gyunggi,1983,53000,38,扁去,4656,2017-02-11 11:11:27.243860
4657,B100058390,F,gyunggi,1961,73000,60,扁去,4657,2016-12-06 11:11:27.243860
4658,B100061124,F,seoul,1978,26000,43,扁去,4658,2019-12-31 11:11:27.243860
4659,B100094718,F,gyunggi,1962,53000,59,扁去,4659,2018-09-17 11:11:27.243860
4660,B100031404,M,gyunggi,1988,45000,33,扁去,4660,2020-04-13 11:11:27.243860
4661,B100004510,M,inchon,1998,65000,23,固去,4661,2017-03-01 11:11:27.243860
4662,B100035195,F,seoul,1992,41000,29,固去,4662,2020-01-26 11:11:27.243860
4663,B100085805,F,inchon,1965,73000,56,扁去,4663,2019-12-15 11:11:27.243860
4664,B100080021,F,gyunggi,1987,73000,34,扁去,4664,2018-08-21 11:11:27.243860
4665,B100015583,M,seoul,1990,51000,31,固去,4665,2019-05-14 11:11:27.243860
4666,B100063091,M,inchon,1980,25000,41,扁去,4666,2019-07-07 11:11:27.243860
4667,B100051755,F,seoul,1965,54000,56,扁去,4667,2019-04-19 11:11:27.243860
4668,B100000207,M,gangwon,1981,25000,40,扁去,4668,2020-01-07 11:11:27.243860
4669,B100043283,F,inchon,1964,51000,57,扁去,4669,2018-10-26 11:11:27.243860
4670,B100093696,M,seoul,1982,48000,39,扁去,4670,2019-03-29 11:11:27.243860
4671,B100034966,F,gyunggi,1992,78000,29,固去,4671,2020-08-19 11:11:27.243860
4672,B100005159,F,inchon,1985,48000,36,扁去,4672,2019-06-27 11:11:27.243860
4673,B100098501,F,seoul,1995,26000,26,固去,4673,2017-06-05 11:11:27.243860
4674,B100055212,M,gyunggi,1967,85000,54,扁去,4674,2018-01-11 11:11:27.243860
4675,B100099593,F,inchon,1996,68000,25,固去,4675,2017-01-11 11:11:27.243860
4676,B100036338,F,inchon,1966,23000,55,扁去,4676,2016-07-01 11:11:27.243860
4677,B100029576,M,gyunggi,1988,65000,33,扁去,4677,2016-12-28 11:11:27.243860
4678,B100080654,F,gyunggi,1960,43000,61,固去,4678,2018-03-31 11:11:27.243860
4679,B100098026,M,seoul,1977,68000,44,扁去,4679,2017-04-08 11:11:27.243860
4680,B100052712,M,seoul,1983,73000,38,扁去,4680,2018-09-28 11:11:27.243860
4681,B100008954,F,seoul,1988,86000,33,扁去,4681,2018-01-07 11:11:27.243860
4682,B100042233,M,gyunggi,1964,45000,57,扁去,4682,2019-08-14 11:11:27.243860
4683,B100072117,F,inchon,1976,23000,45,扁去,4683,2016-02-09 11:11:27.243860
4684,B100067019,F,inchon,1996,23000,25,固去,4684,2016-01-19 11:11:27.243860
4685,B100058009,M,inchon,1995,70000,26,固去,4685,2018-03-11 11:11:27.243860
4686,B100040347,F,seoul,1981,26000,40,扁去,4686,2017-12-06 11:11:27.243860
4687,B100086542,M,gyunggi,1989,20000,32,固去,4687,2020-06-21 11:11:27.243860
4688,B100020922,F,gangwon,1989,68000,32,固去,4688,2020-12-30 11:11:27.243860
4689,B100087914,M,inchon,1988,25000,33,固去,4689,2016-11-15 11:11:27.243860
4690,B100049033,F,inchon,1964,63000,57,扁去,4690,2018-09-09 11:11:27.243860
4691,B100066220,M,gyunggi,1980,70000,41,扁去,4691,2017-05-16 11:11:27.243860
4692,B100024872,M,gangwon,1991,45000,30,固去,4692,2016-09-10 11:11:27.243860
4693,B100018196,M,gyunggi,1985,25000,36,扁去,4693,2016-06-24 11:11:27.243860
4694,B100004971,F,gangwon,1994,73000,27,固去,4694,2016-05-31 11:11:27.243860
4695,B100015879,M,seoul,1994,43000,27,固去,4695,2018-08-25 11:11:27.243860
4696,B100074878,F,seoul,1995,46000,26,固去,4696,2019-10-27 11:11:27.243860
4697,B100067267,F,inchon,1998,48000,23,固去,4697,2018-12-27 11:11:27.243860
4698,B100011422,M,gyunggi,1985,85000,36,扁去,4698,2017-09-26 11:11:27.243860
4699,B100012970,F,gangwon,1997,68000,24,固去,4699,2019-12-09 11:11:27.243860
4700,B100047667,F,seoul,1983,76000,38,扁去,4700,2019-09-28 11:11:27.243860
4701,B100030167,M,gangwon,1980,85000,41,扁去,4701,2018-03-11 11:11:27.243860
4702,B100030939,M,seoul,2000,83000,21,固去,4702,2019-06-19 11:11:27.243860
4703,B100082773,F,inchon,1978,23000,43,扁去,4703,2017-03-13 11:11:27.243860
4704,B100083415,M,inchon,1991,20000,30,固去,4704,2017-01-28 11:11:27.243860
4705,B100037373,M,gangwon,1967,85000,54,扁去,4705,2017-11-25 11:11:27.243860
4706,B100066830,M,seoul,1990,23000,31,固去,4706,2018-05-03 11:11:27.243860
4707,B100075595,F,seoul,1996,66000,25,固去,4707,2018-02-25 11:11:27.243860
4708,B100018431,M,inchon,1994,65000,27,固去,4708,2018-08-02 11:11:27.243860
4709,B100091663,F,gangwon,1976,23000,45,扁去,4709,2019-04-01 11:11:27.243860
4710,B100091464,F,seoul,1992,46000,29,固去,4710,2019-10-20 11:11:27.243860
4711,B100029116,F,gyunggi,2000,48000,21,固去,4711,2019-05-06 11:11:27.243860
4712,B100056432,M,inchon,1996,60000,25,固去,4712,2019-03-06 11:11:27.243860
4713,B100023186,F,seoul,1991,46000,30,固去,4713,2019-05-24 11:11:27.243860
4714,B100046612,M,inchon,1989,48000,32,固去,4714,2018-12-23 11:11:27.243860
4715,B100019873,F,gyunggi,1994,63000,27,固去,4715,2018-03-03 11:11:27.243860
4716,B100000974,F,gyunggi,1992,46000,29,固去,4716,2016-07-10 11:11:27.243860
4717,B100095445,F,gyunggi,1994,51000,27,固去,4717,2018-07-25 11:11:27.243860
4718,B100065087,F,inchon,1988,73000,33,固去,4718,2018-05-06 11:11:27.243860
4719,B100099434,M,seoul,1985,28000,36,扁去,4719,2017-03-08 11:11:27.243860
4720,B100082145,M,gangwon,1979,45000,42,扁去,4720,2016-02-27 11:11:27.243860
4721,B100082554,M,seoul,1996,53000,25,固去,4721,2019-06-13 11:11:27.243860
4722,B100019695,F,seoul,1995,56000,26,固去,4722,2016-01-28 11:11:27.243860
4723,B100080586,F,seoul,1993,46000,28,固去,4723,2018-11-30 11:11:27.243860
4724,B100034507,F,gyunggi,1994,48000,27,固去,4724,2018-10-17 11:11:27.243860
4725,B100053694,F,seoul,1996,56000,25,固去,4725,2017-10-13 11:11:27.243860
4726,B100090749,F,inchon,1998,83000,23,固去,4726,2018-12-27 11:11:27.243860
4727,B100007866,M,gangwon,1986,25000,35,扁去,4727,2016-09-18 11:11:27.243860
4728,B100056716,M,seoul,1986,68000,35,固去,4728,2017-07-15 11:11:27.243860
4729,B100045325,M,seoul,1989,43000,32,固去,4729,2016-05-25 11:11:27.243860
4730,B100088520,M,inchon,1965,70000,56,扁去,4730,2019-08-04 11:11:27.243860
4731,B100027814,F,seoul,1989,21000,32,固去,4731,2019-05-17 11:11:27.243860
4732,B100097467,M,gyunggi,1967,75000,54,扁去,4732,2018-02-21 11:11:27.243860
4733,B100042031,M,gangwon,1980,65000,41,扁去,4733,2018-08-22 11:11:27.243860
4734,B100010601,M,seoul,1980,58000,41,扁去,4734,2017-06-03 11:11:27.243860
4735,B100093341,F,seoul,1996,71000,25,固去,4735,2020-04-04 11:11:27.243860
4736,B100089234,M,gyunggi,1992,48000,29,固去,4736,2018-01-23 11:11:27.243860
4737,B100040196,F,seoul,1995,54000,26,固去,4737,2017-09-29 11:11:27.243860
4738,B100067140,M,gyunggi,1978,25000,43,扁去,4738,2018-11-25 11:11:27.243860
4739,B100059561,F,seoul,1986,51000,35,固去,4739,2020-07-25 11:11:27.243860
4740,B100018470,F,gyunggi,1983,23000,38,扁去,4740,2018-07-09 11:11:27.243860
4741,B100019438,M,seoul,1967,28000,54,固去,4741,2016-03-24 11:11:27.243860
4742,B100077045,F,inchon,1979,43000,42,扁去,4742,2018-12-28 11:11:27.243860
4743,B100089621,F,inchon,1997,68000,24,固去,4743,2019-07-16 11:11:27.243860
4744,B100064661,F,gyunggi,1988,83000,33,固去,4744,2019-06-23 11:11:27.243860
4745,B100095138,M,seoul,1988,88000,33,固去,4745,2018-09-20 11:11:27.243860
4746,B100090278,F,gyunggi,1997,23000,24,固去,4746,2020-07-23 11:11:27.243860
4747,B100009350,F,seoul,1993,61000,28,固去,4747,2019-04-20 11:11:27.243860
4748,B100008870,M,gyunggi,1987,25000,34,扁去,4748,2017-05-21 11:11:27.243860
4749,B100065951,F,inchon,1977,23000,44,扁去,4749,2019-01-24 11:11:27.243860
4750,B100009511,M,gyunggi,1995,40000,26,固去,4750,2016-07-24 11:11:27.243860
4751,B100084901,M,gyunggi,1990,40000,31,固去,4751,2019-10-27 11:11:27.243860
4752,B100046218,M,seoul,1993,23000,28,固去,4752,2019-02-07 11:11:27.243860
4753,B100078284,M,inchon,1986,55000,35,扁去,4753,2016-03-10 11:11:27.243860
4754,B100044583,F,seoul,1994,26000,27,扁去,4754,2019-08-06 11:11:27.243860
4755,B100005426,F,seoul,1965,46000,56,固去,4755,2016-05-24 11:11:27.243860
4756,B100011496,M,inchon,1991,48000,30,固去,4756,2017-02-14 11:11:27.243860
4757,B100021593,F,gyunggi,1979,73000,42,扁去,4757,2016-01-06 11:11:27.243860
4758,B100097595,F,gangwon,1991,18000,30,固去,4758,2016-02-13 11:11:27.243860
4759,B100042747,M,seoul,1981,73000,40,扁去,4759,2016-03-18 11:11:27.243860
4760,B100063581,F,gyunggi,1993,48000,28,固去,4760,2020-04-18 11:11:27.243860
4761,B100033909,M,seoul,1990,23000,31,固去,4761,2019-06-03 11:11:27.243860
4762,B100086089,M,gyunggi,1980,25000,41,扁去,4762,2019-08-02 11:11:27.243860
4763,B100090729,F,seoul,1996,46000,25,固去,4763,2018-01-03 11:11:27.243860
4764,B100019413,F,inchon,1982,63000,39,扁去,4764,2018-12-08 11:11:27.243860
4765,B100097922,F,inchon,1991,63000,30,固去,4765,2017-12-03 11:11:27.243860
4766,B100053385,F,seoul,1986,26000,35,扁去,4766,2019-08-03 11:11:27.243860
4767,B100097236,F,seoul,1965,26000,56,扁去,4767,2017-02-22 11:11:27.243860
4768,B100047121,F,gangwon,1976,68000,45,扁去,4768,2019-03-08 11:11:27.243860
4769,B100029591,M,gyunggi,1989,20000,32,固去,4769,2019-09-17 11:11:27.243860
4770,B100063742,M,seoul,1980,68000,41,扁去,4770,2018-01-01 11:11:27.243860
4771,B100022312,F,gyunggi,1987,48000,34,固去,4771,2017-05-07 11:11:27.243860
4772,B100062238,F,seoul,1964,26000,57,扁去,4772,2017-11-06 11:11:27.243860
4773,B100080155,M,seoul,1994,23000,27,固去,4773,2018-11-04 11:11:27.243860
4774,B100077612,F,inchon,1995,83000,26,固去,4774,2018-10-06 11:11:27.243860
4775,B100054299,M,seoul,1967,58000,54,扁去,4775,2016-10-23 11:11:27.243860
4776,B100058655,M,seoul,1985,73000,36,扁去,4776,2016-03-27 11:11:27.243860
4777,B100013020,F,gyunggi,1993,48000,28,固去,4777,2018-11-24 11:11:27.243860
4778,B100050613,F,gyunggi,1959,53000,62,扁去,4778,2019-01-16 11:11:27.243860
4779,B100029965,F,seoul,1981,26000,40,扁去,4779,2020-04-03 11:11:27.243860
4780,B100044708,M,inchon,1987,85000,34,扁去,4780,2018-05-13 11:11:27.243860
4781,B100044759,M,seoul,1990,73000,31,扁去,4781,2019-06-22 11:11:27.243860
4782,B100077170,M,gyunggi,1991,20000,30,固去,4782,2018-06-16 11:11:27.243860
4783,B100054063,F,gyunggi,1984,63000,37,固去,4783,2019-06-19 11:11:27.243860
4784,B100076293,F,seoul,1995,66000,26,固去,4784,2017-09-07 11:11:27.243860
4785,B100032872,M,inchon,1992,20000,29,固去,4785,2018-08-16 11:11:27.243860
4786,B100031210,M,gyunggi,1993,45000,28,固去,4786,2016-07-21 11:11:27.243860
4787,B100060603,F,gangwon,1993,48000,28,扁去,4787,2019-12-14 11:11:27.243860
4788,B100026053,M,seoul,1986,58000,35,固去,4788,2019-08-04 11:11:27.243860
4789,B100027320,M,seoul,1988,56000,33,固去,4789,2016-09-10 11:11:27.243860
4790,B100047712,M,gangwon,1984,45000,37,扁去,4790,2019-03-09 11:11:27.243860
4791,B100024010,F,gangwon,1984,73000,37,扁去,4791,2019-02-18 11:11:27.243860
4792,B100028264,F,inchon,1979,51000,42,扁去,4792,2018-07-19 11:11:27.243860
4793,B100018125,M,gyunggi,1983,25000,38,扁去,4793,2020-02-09 11:11:27.243860
4794,B100053172,M,seoul,1991,23000,30,固去,4794,2018-05-23 11:11:27.243860
4795,B100087093,M,seoul,1981,28000,40,扁去,4795,2016-04-08 11:11:27.243860
4796,B100031702,F,inchon,1996,63000,25,固去,4796,2018-07-14 11:11:27.243860
4797,B100072736,F,gyunggi,1988,23000,33,扁去,4797,2018-11-26 11:11:27.243860
4798,B100046049,M,seoul,1995,68000,26,固去,4798,2020-03-21 11:11:27.243860
4799,B100037070,F,seoul,1998,66000,23,扁去,4799,2019-02-19 11:11:27.243860
4800,B100038674,F,seoul,1995,56000,26,固去,4800,2018-07-25 11:11:27.243860
4801,B100072438,F,gangwon,1992,63000,29,固去,4801,2016-02-12 11:11:27.243860
